Types,Card Name,Set Code,Number,Release Date
Creature — Elemental Scout,Flame-Kin War Scout,DIS,61,2006-05-05
Creature — Spider Mutant,Aquastrand Spider,DIS,80,2006-05-05
Creature — Elemental Mutant,Cytoplast Root-Kin,DIS,81,2006-05-05
Creature — Basilisk Mutant,Simic Basilisk,DIS,91,2006-05-05
Creature — Human Mutant,Simic Initiate,DIS,92,2006-05-05
Creature — Troll Mutant,Sporeback Troll,DIS,94,2006-05-05
Creature — Snake Elf Druid,Coiling Oracle,DIS,107,2006-05-05
Legendary Creature — Ooze Mutant,Experiment Kraj,DIS,110,2006-05-05
Legendary Creature — Sphinx,Isperia the Inscrutable,DIS,114,2006-05-05
Legendary Creature — Elf Wizard,"Momir Vig, Simic Visionary",DIS,118,2006-05-05
Creature — Frog Mutant,Plaxcaster Frogling,DIS,123,2006-05-05
Creature — Plant Mutant,Vigean Hydropon,DIS,135,2006-05-05
Creature — Zombie Shaman,Rakdos Guildmage,DIS,145,2006-05-05
Snow Creature — Angel,Adarkar Valkyrie,CSP,1,2006-07-21
Snow Creature — Griffin,Boreal Griffin,CSP,2,2006-07-21
Snow Enchantment,Cover of Winter,CSP,3,2006-07-21
Snow Enchantment — Aura,Gelid Shackles,CSP,6,2006-07-21
Snow Creature — Elemental,Squall Drifter,CSP,17,2006-07-21
Snow Creature — Wall,Wall of Shards,CSP,23,2006-07-21
Snow Creature — Illusion,Adarkar Windform,CSP,26,2006-07-21
Creature — Yeti Mutant,Drelnoch,CSP,32,2006-07-21
Snow Creature — Bird,Frost Raptor,CSP,34,2006-07-21
Snow Creature — Serpent,Ronom Serpent,CSP,45,2006-07-21
Snow Creature — Shade,Chilling Shade,CSP,53,2006-07-21
Snow Creature — Zombie,Gutless Ghoul,CSP,60,2006-07-21
Legendary Creature — Zombie Knight,"Haakon, Stromgald Scourge",CSP,61,2006-07-21
Snow Creature — Skeleton,Rimebound Dead,CSP,69,2006-07-21
Snow Creature — Goblin Warrior,Goblin Rimerunner,CSP,83,2006-07-21
Snow Creature — Wolverine Beast,Karplusan Wolverine,CSP,87,2006-07-21
Creature — Elemental Serpent,Lightning Serpent,CSP,88,2006-07-21
Snow Creature — Yeti,Ohran Yeti,CSP,93,2006-07-21
Creature — Orc Shaman,Orcish Bloodpainter,CSP,94,2006-07-21
Snow Creature — Dragon,Rimescale Dragon,CSP,95,2006-07-21
Snow Creature — Slug,Thermopod,CSP,100,2006-07-21
Snow Creature — Centaur Warrior,Boreal Centaur,CSP,104,2006-07-21
Snow Creature — Elf Druid,Boreal Druid,CSP,105,2006-07-21
Snow Creature — Spider,Frostweb Spider,CSP,109,2006-07-21
Snow Creature — Snake,Ohran Viper,CSP,115,2006-07-21
Snow Creature — Aurochs,Rimehorn Aurochs,CSP,118,2006-07-21
Snow Creature — Specter,Blizzard Specter,CSP,126,2006-07-21
Snow Creature — Faerie,Diamond Faerie,CSP,128,2006-07-21
Legendary Creature — Orc Shaman,"Sek'Kuar, Deathkeeper",CSP,131,2006-07-21
Snow Artifact,Coldsteel Heart,CSP,136,2006-07-21
Snow Artifact Creature — Phyrexian Construct,Phyrexian Ironfoot,CSP,139,2006-07-21
Snow Artifact Creature — Phyrexian Juggernaut,Phyrexian Snowcrusher,CSP,140,2006-07-21
Snow Land,Arctic Flats,CSP,143,2006-07-21
Legendary Snow Land,Dark Depths,CSP,145,2006-07-21
Creature — Kithkin Rebel Scout,Amrou Scout,TSP,1,2006-10-06
Creature — Kithkin Rebel,Amrou Seekers,TSP,2,2006-10-06
Creature — Human Rebel Cleric,Children of Korlis,TSP,8,2006-10-06
Creature — Human Rebel Knight,Knight of the Holy Nimbus,TSP,26,2006-10-06
Creature — Kor Rebel Knight,Outrider en-Kor,TSP,31,2006-10-06
Creature — Kor Rogue,Looter il-Kor,TSP,66,2006-10-06
Creature — Zombie Fungus,Deathspore Thallid,TSP,102,2006-10-06
Legendary Creature — Goblin Advisor,"Ib Halfheart, Goblin Tactician",TSP,163,2006-10-06
Creature — Orc Scout,Ironclaw Buzzardiers,TSP,165,2006-10-06
Creature — Fungus Sliver,Fungus Sliver,TSP,195,2006-10-06
Creature — Insect Shaman,Nantuko Shaman,TSP,208,2006-10-06
Creature — Wurm Spirit,Phantom Wurm,TSP,211,2006-10-06
Legendary Creature — Human Scout,Saffi Eriksdotter,TSP,245,2006-10-06
Legendary Creature — Dragon Avatar,Scion of the Ur-Dragon,TSP,246,2006-10-06
Legendary Creature — Centaur Warrior,"Stonebrow, Krosan Hero",TSP,247,2006-10-06
Artifact Creature — Assembly-Worker,Assembly-Worker,TSP,248,2006-10-06
Artifact Creature — Hydra,Clockwork Hydra,TSP,253,2006-10-06
Land — Urza’s,Urza's Factory,TSP,280,2006-10-06
Creature — Bird Rebel Soldier,Aven Riftwatcher,PLC,1,2007-02-02
Legendary Creature — Human Noble,"Crovax, Ascendant Hero",PLC,3,2007-02-02
Creature — Spirit Spellshaper,Ghost Tactician,PLC,6,2007-02-02
Creature — Spirit Soldier,Revered Dead,PLC,29,2007-02-02
Creature — Elemental Shapeshifter,Primal Plasma,PLC,59,2007-02-02
Creature — Human Rebel Assassin,Big Game Hunter,PLC,63,2007-02-02
Legendary Creature — Vampire Cat,Mirri the Cursed,PLC,75,2007-02-02
Creature — Horror Spellshaper,Ridged Kusite,PLC,78,2007-02-02
Creature — Human Rebel Rogue,Dunerider Outlaw,PLC,86,2007-02-02
Creature — Goblin Spellshaper,Firefright Mage,PLC,99,2007-02-02
Creature — Hellion,Volcano Hellion,PLC,111,2007-02-02
Creature — Ape Spirit,Simian Spirit Guide,PLC,122,2007-02-02
Creature — Centaur Spellshaper,Sophic Centaur,PLC,139,2007-02-02
Creature — Troll Cleric,Hedge Troll,PLC,151,2007-02-02
Tribal Enchantment — Rebel Aura,Bound in Silence,FUT,20,2007-05-04
Creature — Kithkin Spellshaper,Goldmeadow Lookout,FUT,22,2007-05-04
Enchantment Creature — Elemental,Lucent Liminid,FUT,24,2007-05-04
Creature — Kithkin Rogue,Mistmeadow Skulk,FUT,27,2007-05-04
Creature — Faerie Spellshaper,Cloudseeder,FUT,33,2007-05-04
Creature — Worm Beast,Cryptic Annelid,FUT,34,2007-05-04
Creature — Homunculus,Bonded Fetch,FUT,50,2007-05-04
Artifact Creature — Phyrexian Myr,Sarcomite Myr,FUT,56,2007-05-04
Creature — Skeleton Wizard,Augur of Skulls,FUT,63,2007-05-04
Creature — Zombie Cyclops,Putrid Cyclops,FUT,75,2007-05-04
Creature — Zombie Spellshaper,Skirk Ridge Exhumer,FUT,77,2007-05-04
Creature — Imp Rebel,Deepcavern Imp,FUT,83,2007-05-04
Legendary Creature — Zombie Warrior,"Korlash, Heir to Blackblade",FUT,87,2007-05-04
Creature — Zombie Warrior,Mass of Ghouls,FUT,88,2007-05-04
Creature — Elemental Spellshaper,Sparkspitter,FUT,109,2007-05-04
Creature — Nomad Giant,Fomori Nomad,FUT,114,2007-05-04
Creature — Goblin Rigger,Steamflogger Boss,FUT,121,2007-05-04
Snow Creature — Centaur Shaman,Centaur Omenreader,FUT,143,2007-05-04
Artifact — Fortification,Darksteel Garrison,FUT,167,2007-05-04
Land Creature — Forest Dryad,Dryad Arbor,FUT,174,2007-05-04
Legendary Planeswalker — Ajani,Ajani Goldmane,LRW,1,2007-10-12
Creature — Giant Wizard,Arbiter of Knollridge,LRW,2,2007-10-12
Creature — (all creature types),Avian Changeling,LRW,4,2007-10-12
Legendary Creature — Kithkin Archer,"Brigid, Hero of Kinsbaile",LRW,6,2007-10-12
Creature — Kithkin Wizard,Burrenton Forge-Tender,LRW,7,2007-10-12
Creature — Kithkin Soldier,Cenn's Heir,LRW,8,2007-10-12
Tribal Instant — (all creature types),Crib Swap,LRW,11,2007-10-12
Tribal Enchantment — Giant,Favor of the Mighty,LRW,14,2007-10-12
Creature — Merfolk Archer,Harpoon Sniper,LRW,19,2007-10-12
Creature — Giant Scout,Hillcomber Giant,LRW,20,2007-10-12
Tribal Enchantment — Elemental,Hoofprints of the Stag,LRW,21,2007-10-12
Creature — Kithkin Cleric,Kithkin Healer,LRW,27,2007-10-12
Creature — Kithkin Knight,Knight of Meadowgrain,LRW,28,2007-10-12
Tribal Enchantment — Kithkin,Militia's Pride,LRW,30,2007-10-12
Creature — Treefolk Warrior,Oaken Brawler,LRW,33,2007-10-12
Creature — Elemental Incarnation,Purity,LRW,37,2007-10-12
Tribal Sorcery — Merfolk,Summon the School,LRW,42,2007-10-12
Tribal Instant — Kithkin,Surge of Thoughtweft,LRW,43,2007-10-12
Tribal Instant — Faerie,Faerie Trickery,LRW,62,2007-10-12
Legendary Planeswalker — Jace,Jace Beleren,LRW,71,2007-10-12
Tribal Enchantment — Merfolk,Merrow Commerce,LRW,72,2007-10-12
Creature — Faerie Soldier,Scion of Oona,LRW,83,2007-10-12
Creature — Treefolk Shaman,Black Poplar Shaman,LRW,99,2007-10-12
Tribal Sorcery — Goblin,Boggart Birth Rite,LRW,101,2007-10-12
Tribal Instant — Elf,Eyeblight's Ending,LRW,110,2007-10-12
Tribal Enchantment — Faerie,Faerie Tauntings,LRW,112,2007-10-12
Creature — Elf Assassin,Hunter of Eyeblights,LRW,119,2007-10-12
Legendary Planeswalker — Liliana,Liliana Vess,LRW,121,2007-10-12
Tribal Enchantment — Elf,Prowess of the Fair,LRW,136,2007-10-12
Legendary Creature — Elemental Shaman,Ashling the Pilgrim,LRW,149,2007-10-12
Tribal Enchantment — Goblin,Boggart Shenanigans,LRW,155,2007-10-12
Legendary Planeswalker — Chandra,Chandra Nalaar,LRW,159,2007-10-12
Tribal Sorcery — Elemental,Consuming Bonfire,LRW,161,2007-10-12
Tribal Instant — Giant,Crush Underfoot,LRW,162,2007-10-12
Creature — Elemental Shaman,Flamekin Harbinger,LRW,167,2007-10-12
Tribal Sorcery — Giant,Giant's Ire,LRW,170,2007-10-12
Tribal Instant — Goblin,Tarfire,LRW,194,2007-10-12
Tribal Sorcery — Elf,Elvish Promenade,LRW,208,2007-10-12
Legendary Planeswalker — Garruk,Garruk Wildspeaker,LRW,213,2007-10-12
Creature — Kithkin Scout,Kithkin Mourncaller,LRW,224,2007-10-12
Tribal Enchantment — Treefolk Aura,Lignify,LRW,228,2007-10-12
Tribal Instant — Treefolk,Rootgrapple,LRW,234,2007-10-12
Creature — Treefolk Druid,Seedguide Ash,LRW,235,2007-10-12
Legendary Creature — Treefolk Shaman,"Doran, the Siege Tower",LRW,247,2007-10-12
Legendary Creature — Kithkin Advisor,Gaddock Teeg,LRW,248,2007-10-12
Legendary Creature — Faerie Wizard,"Wydwen, the Biting Gale",LRW,253,2007-10-12
Tribal Sorcery — Rogue,Knowledge Exploitation,MOR,38,2008-02-01
Tribal Instant — Wizard,Sage's Dousing,MOR,48,2008-02-01
Tribal Instant — Rogue,Thieves' Fortune,MOR,54,2008-02-01
Creature — Faerie Assassin,Final-Sting Faerie,MOR,63,2008-02-01
Creature — Treefolk Assassin,Weed-Pruner Poplar,MOR,83,2008-02-01
Tribal Artifact — Rogue Equipment,Cloak and Dagger,MOR,141,2008-02-01
Tribal Artifact — Wizard Equipment,Diviner's Wand,MOR,142,2008-02-01
Tribal Artifact — Warrior Equipment,Obsidian Battle-Axe,MOR,144,2008-02-01
Tribal Artifact — Shaman Equipment,Thornbite Staff,MOR,145,2008-02-01
Tribal Artifact — Soldier Equipment,Veteran's Armaments,MOR,146,2008-02-01
Land — Forest,Murmuring Bosk,MOR,147,2008-02-01
Creature — Spirit Giant,Pale Wayfarer,SHM,17,2008-05-02
Creature — Elemental Skeleton,Cinderbones,SHM,59,2008-05-02
Creature — Elemental Rogue,Corrosive Mentor,SHM,61,2008-05-02
Creature — Demon Dog,Hollowborn Barghest,SHM,68,2008-05-02
Creature — Giant Rogue,Slinking Giant,SHM,106,2008-05-02
Creature — Spirit Avatar,Godhead of Awe,SHM,142,2008-05-02
Creature — Bird Spirit,Swans of Bryn Argoll,SHM,151,2008-05-02
Creature — Kithkin Soldier Wizard,Thistledown Duo,SHM,152,2008-05-02
Creature — Faerie Knight,Glen Elendra Liege,SHM,163,2008-05-02
Creature — Merfolk Rogue Warrior,Gravelgill Duo,SHM,165,2008-05-02
Legendary Creature — Merfolk Rogue,"Sygg, River Cutthroat",SHM,176,2008-05-02
Creature — Elemental Knight,Ashenmoor Liege,SHM,181,2008-05-02
Creature — Elemental Warrior Shaman,Emberstrike Duo,SHM,185,2008-05-02
Creature — Goblin Knight,Boartusk Liege,SHM,202,2008-05-02
Legendary Creature — Giant Shaman,Rosheen Meanderer,SHM,214,2008-05-02
Creature — Goblin Warrior Shaman,Tattermunge Duo,SHM,218,2008-05-02
Creature — Elf Warrior Shaman,Safehold Duo,SHM,238,2008-05-02
Legendary Artifact Creature — Scarecrow,Reaper King,SHM,260,2008-05-02
Land — Swamp,Leechridden Swamp,SHM,273,2008-05-02
Land — Mountain,Madblind Mountain,SHM,274,2008-05-02
Land — Plains,Mistveil Plains,SHM,275,2008-05-02
Land — Island,Moonring Island,SHM,276,2008-05-02
Creature — Hag Wizard,Gwyllion Hedge-Mage,EVE,89,2008-07-25
Creature — Noggle Rogue,Noggle Bandit,EVE,106,2008-07-25
Creature — Noggle Wizard,Noggle Hedge-Mage,EVE,108,2008-07-25
Creature — Treefolk Horror,Canker Abomination,EVE,115,2008-07-25
Creature — Hag Shaman,Hag Hedge-Mage,EVE,123,2008-07-25
Legendary Planeswalker — Elspeth,"Elspeth, Knight-Errant",ALA,9,2008-10-03
Artifact Creature — Human Cleric,Ethersworn Canonist,ALA,10,2008-10-03
Artifact Creature — Human Artificer,Metallurgeon,ALA,19,2008-10-03
Creature — Rhino Soldier,Rockcaster Platoon,ALA,23,2008-10-03
Creature — Human Druid Wizard,Sunseed Nurturer,ALA,29,2008-10-03
Artifact Creature — Drake,Cloudheath Drake,ALA,35,2008-10-03
Artifact Creature — Human Wizard,Esper Battlemage,ALA,40,2008-10-03
Artifact Creature — Vedalken Artificer,Etherium Sculptor,ALA,42,2008-10-03
Artifact Creature — Vedalken Wizard,Filigree Sages,ALA,44,2008-10-03
Artifact Creature — Sphinx,Sharding Sphinx,ALA,55,2008-10-03
Artifact Creature — Serpent,Steelclad Serpent,ALA,59,2008-10-03
Legendary Planeswalker — Tezzeret,Tezzeret the Seeker,ALA,60,2008-10-03
Artifact Creature — Human Rogue,Vectis Silencers,ALA,62,2008-10-03
Artifact Creature — Illusion,Glaze Fiend,ALA,77,2008-10-03
Creature — Bird Skeleton,Skeletal Kathari,ALA,88,2008-10-03
Creature — Zombie Ogre Warrior,Viscera Dragger,ALA,92,2008-10-03
Creature — Human Druid Shaman,Exuberant Firestoker,ALA,99,2008-10-03
Creature — Ogre Mutant,Incurable Ogre,ALA,105,2008-10-03
Creature — Viashino Skeleton,Viashino Skeleton,ALA,118,2008-10-03
Creature — Human Druid Warrior,Drumhunter,ALA,129,2008-10-03
Creature — Hydra Beast,Feral Hydra,ALA,131,2008-10-03
Creature — Plant Elephant,Mosstodon,ALA,139,2008-10-03
Creature — Rhino Monk,Rhox War Monk,ALA,188,2008-10-03
Legendary Planeswalker — Sarkhan,Sarkhan Vol,ALA,191,2008-10-03
Legendary Artifact Creature — Sphinx,Sharuum the Hegemon,ALA,194,2008-10-03
Creature — Human Druid Knight,Steward of Valeron,ALA,198,2008-10-03
Artifact Creature — Homunculus,Court Homunculus,CON,6,2009-02-06
Creature — Spirit Wall,Wall of Reverence,CON,20,2009-02-06
Artifact Creature — Jellyfish,Esperzoa,CON,25,2009-02-06
Artifact Creature — Vedalken Knight,Ethersworn Adjudicator,CON,26,2009-02-06
Artifact Creature — Faerie Artificer,Faerie Mechanist,CON,27,2009-02-06
Artifact Creature — Zombie Wizard,Scornful Aether-Lich,CON,34,2009-02-06
Creature — Zombie Horror,Infectious Horror,CON,47,2009-02-06
Creature — Bird Warrior,Pestilent Kathari,CON,50,2009-02-06
Creature — Zombie Rat,Rotting Rats,CON,51,2009-02-06
Legendary Creature — Demon Dragon,Malfegor,CON,117,2009-02-06
Creature — Cat Scout,Nacatl Outlander,CON,119,2009-02-06
Legendary Planeswalker — Bolas,"Nicol Bolas, Planeswalker",CON,120,2009-02-06
Legendary Creature — Hydra Avatar,Progenitus,CON,121,2009-02-06
Creature — Rhino Monk Soldier,Rhox Bodyguard,CON,122,2009-02-06
Artifact Creature — Vedalken Scout,Vedalken Outlander,CON,132,2009-02-06
Artifact Creature — Human Knight,Ethercaste Knight,ARB,3,2009-04-30
Creature — Bird Scout,Talon Trooper,ARB,14,2009-04-30
Creature — Demon Illusion,Illusory Demon,ARB,21,2009-04-30
Creature — Leviathan Horror,Nemesis of Reason,ARB,28,2009-04-30
Creature — Vedalken Zombie,Vedalken Ghoul,ARB,32,2009-04-30
Creature — Bird Shaman,Kathari Bomber,ARB,41,2009-04-30
Creature — Rhino Warrior,Rhox Brute,ARB,59,2009-04-30
Artifact Creature — Viashino Warrior,Skyclaw Thrash,ARB,89,2009-04-30
Creature — Zombie Lizard,Marrow Chomper,ARB,93,2009-04-30
Creature — Zombie Leech,Putrid Leech,ARB,95,2009-04-30
Creature — Vedalken Rogue,Vedalken Heretic,ARB,104,2009-04-30
Legendary Artifact Creature — Human Wizard,Sen Triplets,ARB,109,2009-04-30
Creature — Zombie Ogre,Grixis Sojourners,ARB,112,2009-04-30
Legendary Creature — Zombie Assassin,Thraximundar,ARB,113,2009-04-30
Creature — Viashino Soldier,Gloryscale Viashino,ARB,120,2009-04-30
Legendary Creature — Beast,"Uril, the Miststalker",ARB,124,2009-04-30
Creature — Siren,Alluring Siren,M10,43,2009-07-17
Creature — Merfolk Noble,Merfolk Sovereign,M10,62,2009-07-17
Creature — Human Wizard Warlock,Dread Warlock,M10,94,2009-07-17
Creature — Vampire Rogue Noble,Vampire Aristocrat,M10,117,2009-07-17
Creature — Elemental Dog,Fiery Hellhound,M10,135,2009-07-17
Creature — Elk,Great Sable Stag,M10,186,2009-07-17
Creature — Fungus Snake,Mold Adder,M10,194,2009-07-17
Creature — Kor Cleric,Kor Sanctifiers,HOP,3,2009-09-04
Instant — Trap,Whiplash Trap,HOP,16,2009-09-04
Plane — Dominaria,Academy at Tolaria West,OHOP,1,2009-09-04
Plane — Iquatana,The Aether Flues,OHOP,2,2009-09-04
Plane — Ravnica,Agyrem,OHOP,3,2009-09-04
Plane — Alara,Bant,OHOP,4,2009-09-04
Plane — Mercadia,Cliffside Market,OHOP,5,2009-09-04
Plane — Ulgrotha,The Dark Barony,OHOP,6,2009-09-04
Plane — Shandalar,Eloren Wilds,OHOP,7,2009-09-04
Plane — Equilor,The Eon Fog,OHOP,8,2009-09-04
Plane — Muraganda,Feeding Grounds,OHOP,9,2009-09-04
Plane — Moag,Fields of Summer,OHOP,10,2009-09-04
Plane — Phyrexia,The Fourth Sphere,OHOP,11,2009-09-04
Plane — Mirrodin,Glimmervoid Basin,OHOP,12,2009-09-04
Plane — Lorwyn,Goldmeadow,OHOP,13,2009-09-04
Plane — Segovia,The Hippodrome,OHOP,16,2009-09-04
Plane — Valla,Immersturm,OHOP,17,2009-09-04
Plane — Arkhos,Lethe Lake,OHOP,21,2009-09-04
Plane — Kamigawa,Minamo,OHOP,24,2009-09-04
Plane — Zendikar,Murasa,OHOP,25,2009-09-04
Plane — Wildfire,Naar Isle,OHOP,26,2009-09-04
Plane — Bolas’s Meditation Realm,Pools of Becoming,OHOP,30,2009-09-04
Plane — Shadowmoor,Raven's Run,OHOP,31,2009-09-04
Plane — Serra’s Realm,Sanctum of Serra,OHOP,32,2009-09-04
Plane — Rabiah,Sea of Sand,OHOP,33,2009-09-04
Plane — Kaldheim,Skybreen,OHOP,35,2009-09-04
Plane — Rath,Stronghold Furnace,OHOP,37,2009-09-04
Plane — Ir,Turri Island,OHOP,38,2009-09-04
Creature — Kor Scout,Cliff Threader,ZEN,7,2009-10-02
Creature — Human Cleric Ally,Kabira Evangel,ZEN,15,2009-10-02
Creature — Human Soldier Ally,Kazandu Blademaster,ZEN,16,2009-10-02
Creature — Kor Soldier Ally,Makindi Shieldmate,ZEN,26,2009-10-02
Creature — Kor Cleric Ally,Ondu Cleric,ZEN,30,2009-10-02
Legendary Creature — Octopus,"Lorthos, the Tidemaker",ZEN,53,2009-10-02
Creature — Merfolk Wizard Ally,Sea Gate Loremaster,ZEN,63,2009-10-02
Creature — Bird Ally,Umara Raptor,ZEN,75,2009-10-02
Creature — Human Rogue Ally,Bala Ged Thief,ZEN,79,2009-10-02
Creature — Vampire Shaman,Blood Seeker,ZEN,80,2009-10-02
Creature — Vampire Spirit,Bloodghast,ZEN,83,2009-10-02
Creature — Vampire Warrior,Gatekeeper of Malakir,ZEN,89,2009-10-02
Creature — Vampire Rogue,Guul Draz Vampire,ZEN,93,2009-10-02
Creature — Ogre Shaman Ally,Hagra Diabolist,ZEN,95,2009-10-02
Legendary Creature — Vampire Warrior,"Kalitas, Bloodchief of Ghet",ZEN,99,2009-10-02
Creature — Human Warrior Ally,Nimana Sell-Sword,ZEN,106,2009-10-02
Legendary Planeswalker — Sorin,Sorin Markov,ZEN,111,2009-10-02
Creature — Surrakar,Surrakar Marauder,ZEN,113,2009-10-02
Creature — Human Berserker Ally,Highland Berserker,ZEN,132,2009-10-02
Creature — Minotaur Warrior Ally,Kazuul Warlord,ZEN,134,2009-10-02
Creature — Human Shaman Ally,Murasa Pyromancer,ZEN,139,2009-10-02
Creature — Goblin Warrior Ally,Tuktuk Grunts,ZEN,152,2009-10-02
Creature — Elf Rogue Ally,Joraga Bard,ZEN,166,2009-10-02
Legendary Planeswalker — Nissa,Nissa Revane,ZEN,170,2009-10-02
Creature — Elf Archer Ally,Tajuru Archer,ZEN,185,2009-10-02
Creature — Elf Scout Ally,Turntimber Ranger,ZEN,191,2009-10-02
Artifact Creature — Cat Ally,Stonework Puma,ZEN,207,2009-10-02
Creature — Kor Artificer,Stoneforge Mystic,WWK,20,2010-02-05
Creature — Human Knight Ally,Talus Paladin,WWK,21,2010-02-05
Creature — Human Wizard Ally,Halimar Excavator,WWK,29,2010-02-05
Creature — Shapeshifter Ally,Jwari Shapeshifter,WWK,32,2010-02-05
Legendary Creature — Vampire Shaman,"Anowon, the Ruin Sage",WWK,49,2010-02-05
Legendary Creature — Ogre Warrior,"Kazuul, Tyrant of the Cliffs",WWK,84,2010-02-05
Creature — Goblin Artificer Ally,Tuktuk Scrapper,WWK,94,2010-02-05
Creature — Human Druid Ally,Harabaz Druid,WWK,105,2010-02-05
Creature — Elf Shaman Ally,Vastwood Animist,WWK,116,2010-02-05
Legendary Creature — Kraken,"Wrexial, the Risen Deep",WWK,120,2010-02-05
Tribal Sorcery — Eldrazi,All Is Dust,ROE,1,2010-04-23
Creature — Eldrazi,Artisan of Kozilek,ROE,2,2010-04-23
Tribal Enchantment — Eldrazi Aura,Eldrazi Conscription,ROE,3,2010-04-23
Legendary Creature — Eldrazi,"Emrakul, the Aeons Torn",ROE,4,2010-04-23
Tribal Instant — Eldrazi,Not of This World,ROE,8,2010-04-23
Creature — Kor Wizard,Dawnglare Invoker,ROE,16,2010-04-23
Legendary Planeswalker — Gideon,Gideon Jura,ROE,21,2010-04-23
Creature — Kor Knight,Knight of Cliffhaven,ROE,29,2010-04-23
Creature — Kor Monk,Lone Missionary,ROE,34,2010-04-23
Creature — Human Cleric Avatar,Transcendent Master,ROE,51,2010-04-23
Creature — Vampire Knight,Arrogant Bloodlord,ROE,94,2010-04-23
Creature — Eldrazi Drone,Dread Drone,ROE,108,2010-04-23
Creature — Zombie Berserker,Escaped Null,ROE,109,2010-04-23
Creature — Vampire Assassin,Guul Draz Assassin,ROE,112,2010-04-23
Creature — Vampire Shade,Nirkana Revenant,ROE,120,2010-04-23
Creature — Skeleton Wurm,Skeletal Wurm,ROE,127,2010-04-23
Creature — Elemental Boar,Valakut Fireboar,ROE,170,2010-04-23
Creature — Elf Druid Shaman,Mul Daya Channelers,ROE,198,2010-04-23
Creature — Giant Druid,Ondu Giant,ROE,202,2010-04-23
Creature — Skeleton Warrior,Reassembling Skeleton,ARC,22,2010-06-18
Scheme,All in Good Time,OARC,1★,2010-06-18
Ongoing Scheme,I Bask in Your Silent Awe,OARC,15★,2010-06-18
Creature — Illusion Beast,Phantom Beast,M11,69,2010-07-16
Creature — Vampire Wizard,Viscera Seer,M11,120,2010-07-16
Creature — Elemental Ox,Arc Runner,M11,123,2010-07-16
Legendary Creature — Cat Cleric,"Kemba, Kha Regent",SOM,12,2010-10-01
Creature — Elephant Monk,Loxodon Wayfarer,SOM,15,2010-10-01
Creature — Hippogriff,Razor Hippogriff,SOM,17,2010-10-01
Creature — Phyrexian Drake,Darkslick Drake,SOM,30,2010-10-01
Creature — Phyrexian Bird Horror,Thrummingbird,SOM,47,2010-10-01
Creature — Phyrexian Goblin Zombie,Blackcleave Goblin,SOM,54,2010-10-01
Creature — Phyrexian Insect Horror,Dross Hopper,SOM,60,2010-10-01
Legendary Creature — Phyrexian Zombie,"Geth, Lord of the Vault",SOM,64,2010-10-01
Creature — Phyrexian Rat,Ichor Rats,SOM,67,2010-10-01
Legendary Creature — Phyrexian Dragon Skeleton,"Skithiryx, the Blight Dragon",SOM,79,2010-10-01
Legendary Planeswalker — Koth,Koth of the Hammer,SOM,94,2010-10-01
Creature — Phyrexian Snake,Blight Mamba,SOM,112,2010-10-01
Creature — Elf Artificer,Carapace Forger,SOM,114,2010-10-01
Creature — Phyrexian Beast,Cystbearer,SOM,117,2010-10-01
Creature — Phyrexian Elf Warrior,Tel-Jilad Fallen,SOM,130,2010-10-01
Legendary Planeswalker — Venser,"Venser, the Sojourner",SOM,135,2010-10-01
Artifact Creature — Phyrexian Dog,Corpse Cur,SOM,147,2010-10-01
Artifact Creature — Warrior,Moriok Replica,SOM,178,2010-10-01
Artifact Creature — Myr Construct,Myr Battlesphere,SOM,180,2010-10-01
Artifact Creature — Phyrexian Insect,Necropede,SOM,185,2010-10-01
Artifact Creature — Shaman,Sylvok Replica,SOM,210,2010-10-01
Artifact Creature — Phyrexian Snake,Vector Asp,SOM,219,2010-10-01
Artifact Creature — Berserker,Vulshok Replica,SOM,221,2010-10-01
Artifact Creature — Phyrexian Wurm,Wurmcoil Engine,SOM,223,2010-10-01
Creature — Phyrexian Dog,Gore Vassal,MBS,7,2011-02-04
Creature — Phyrexian Cleric,Priests of Norn,MBS,16,2011-02-04
Creature — Phyrexian Bird,Tine Shrike,MBS,17,2011-02-04
Creature — Phyrexian Homunculus,Oculus,MBS,29,2011-02-04
Creature — Phyrexian Vedalken Wizard,Vedalken Anatomist,MBS,36,2011-02-04
Creature — Phyrexian Wurm,Massacre Wurm,MBS,46,2011-02-04
Creature — Phyrexian Zombie Warrior,Nested Ghoul,MBS,48,2011-02-04
Creature — Giant Berserker,Kuldotha Ringleader,MBS,70,2011-02-04
Creature — Phyrexian Spider,Blightwidow,MBS,77,2011-02-04
Creature — Phyrexian Hydra,Phyrexian Hydra,MBS,85,2011-02-04
Creature — Phyrexian Wolf,Rot Wolf,MBS,90,2011-02-04
Legendary Creature — Troll Shaman,"Thrun, the Last Troll",MBS,92,2011-02-04
Creature — Phyrexian Elf Shaman,Viridian Corrupter,MBS,94,2011-02-04
Creature — Phyrexian Elf Scout,Viridian Emissary,MBS,95,2011-02-04
Legendary Creature — Phyrexian Zombie Elf,"Glissa, the Traitor",MBS,96,2011-02-04
Artifact Creature — Phyrexian Horror,Core Prowler,MBS,103,2011-02-04
Artifact Creature — Phyrexian Juggernaut,Phyrexian Juggernaut,MBS,121,2011-02-04
Artifact Creature — Pest,Signal Pest,MBS,131,2011-02-04
Artifact Creature — Drone,Training Drone,MBS,142,2011-02-04
Legendary Planeswalker — Karn,Karn Liberated,NPH,1,2011-05-13
